ID,Resistance gene
Mainland_China_GCA_023607645,aac(6')-Iaa
Mainland_China_GCA_023607645,aph(6)-Id
Mainland_China_GCA_023607645,aph(6)-Id
Mainland_China_GCA_023607645,aph(3'')-Ib
Mainland_China_GCA_023607645,aph(3'')-Ib
Mainland_China_GCA_023607645,blaTEM-1B
Mainland_China_GCA_023607645,sul2
Mainland_China_GCA_023607645,tet(A)
Mainland_China_GCA_023607785,aac(6')-Iaa
Mainland_China_GCA_023607785,aadA17
Mainland_China_GCA_023607785,aac(3)-IId
Mainland_China_GCA_023607785,aph(3')-Ia
Mainland_China_GCA_023607785,blaTEM-1B
Mainland_China_GCA_023607785,lnu(F)
Mainland_China_GCA_023607785,sul3
Mainland_China_GCA_023607785,tet(A)
Mainland_China_GCA_023607925,aac(6')-Iaa
Mainland_China_GCA_023607925,aadA5
Mainland_China_GCA_023607925,blaTEM-1B
Mainland_China_GCA_023607925,dfrA17
Mainland_China_GCA_023608005,aac(6')-Iaa
Mainland_China_GCA_023608005,aph(6)-Id
Mainland_China_GCA_023608005,aph(3'')-Ib
Mainland_China_GCA_023608005,blaTEM-1B
Mainland_China_GCA_023608005,sul2
Mainland_China_GCA_023608025,aac(6')-Iaa
Mainland_China_GCA_023608025,aph(6)-Id
Mainland_China_GCA_023608025,aph(3'')-Ib
Mainland_China_GCA_023608025,blaTEM-1B
Mainland_China_GCA_023608025,blaTEM-1B
Mainland_China_GCA_023608025,sul2
Mainland_China_GCA_023608035,aac(6')-Iaa
Mainland_China_GCA_023608035,aph(6)-Id
Mainland_China_GCA_023608035,aph(3'')-Ib
Mainland_China_GCA_023608035,blaTEM-1B
Mainland_China_GCA_023608035,blaTEM-1B
Mainland_China_GCA_023608035,sul2
Mainland_China_GCA_023608125,aac(6')-Iaa
Mainland_China_GCA_023608125,aph(6)-Id
Mainland_China_GCA_023608125,aph(6)-Id
Mainland_China_GCA_023608125,aph(3'')-Ib
Mainland_China_GCA_023608125,aph(3'')-Ib
Mainland_China_GCA_023608125,blaTEM-1B
Mainland_China_GCA_023608125,sul2
Mainland_China_GCA_023608125,tet(A)
Mainland_China_GCA_023608205,aac(6')-Iaa
Mainland_China_GCA_023608205,aadA5
Mainland_China_GCA_023608205,blaTEM-1B
Mainland_China_GCA_023608205,dfrA17
South_Africa_GCA_015857065,aac(6')-Iaa
South_Africa_GCA_015857065,aac(6')-Iaa
South_Africa_GCA_015857345,aac(6')-Iaa
South_Africa_GCA_015857345,aac(6')-Iaa
South_Africa_GCA_015857565,aac(6')-Iaa
South_Africa_GCA_015857565,aac(6')-Iaa
South_Africa_GCA_015857805,aac(6')-Iaa
South_Africa_GCA_015857805,aac(6')-Iaa
South_Africa_GCA_015857815,aac(6')-Iaa
South_Africa_GCA_015857815,aac(6')-Iaa
South_Africa_GCA_015857885,aac(6')-Iaa
South_Africa_GCA_015857885,aac(6')-Iaa
South_Africa_GCA_015857965,aac(6')-Iaa
South_Africa_GCA_015857965,aac(6')-Iaa
South_Africa_GCA_015858025,aac(6')-Iaa
South_Africa_GCA_015858025,aac(6')-Iaa
South_Africa_GCA_015858085,aac(6')-Iaa
South_Africa_GCA_015858085,aac(6')-Iaa
South_Africa_GCA_015858125,aac(6')-Iaa
South_Africa_GCA_015858125,aac(6')-Iaa
South_Africa_GCA_015858145,aac(6')-Iaa
South_Africa_GCA_015858145,aac(6')-Iaa
South_Africa_GCA_015858165,aac(6')-Iaa
South_Africa_GCA_015858165,aac(6')-Iaa
South_Africa_GCA_015858325,aac(6')-Iaa
South_Africa_GCA_015858325,aac(6')-Iaa
South_Africa_GCA_015858325,aac(6')-Iaa
South_Africa_GCA_015858325,aac(6')-Iaa
South_Africa_GCA_015858345,aac(6')-Iaa
South_Africa_GCA_015858345,aac(6')-Iaa
South_Africa_GCA_015858425,aac(6')-Iaa
South_Africa_GCA_015858425,aac(6')-Iaa
South_Africa_GCA_015858465,aac(6')-Iaa
South_Africa_GCA_015858465,aac(6')-Iaa
South_Africa_GCA_015858525,aac(6')-Iaa
South_Africa_GCA_015858525,aac(6')-Iaa
South_Africa_GCA_015858565,aac(6')-Iaa
South_Africa_GCA_015858565,aac(6')-Iaa
South_Africa_GCA_015858585,aac(6')-Iaa
South_Africa_GCA_015858585,aac(6')-Iaa
South_Africa_GCA_015858665,aac(6')-Iaa
South_Africa_GCA_015858665,aac(6')-Iaa
South_Africa_GCA_015858675,aac(6')-Iaa
South_Africa_GCA_015858675,aac(6')-Iaa
South_Africa_GCA_015858765,aac(6')-Iaa
South_Africa_GCA_015858765,aac(6')-Iaa
South_Africa_GCA_015858845,aac(6')-Iaa
South_Africa_GCA_015858845,aac(6')-Iaa
South_Africa_GCA_015859065,aac(6')-Iaa
South_Africa_GCA_015859065,aac(6')-Iaa
South_Africa_GCA_015860085,aac(6')-Iaa
South_Africa_GCA_015860085,aac(6')-Iaa
Taiwan_GCA_010253615,aac(6')-Iaa
Taiwan_GCA_010254655,aac(6')-Iaa
Taiwan_GCA_010254835,aac(6')-Iaa
Taiwan_GCA_010254835,aadA1
Taiwan_GCA_010254835,aadA1
Taiwan_GCA_010254835,blaTEM-1B
Taiwan_GCA_010254835,blaTEM-1B
Taiwan_GCA_010254835,sul1
Taiwan_GCA_010254835,sul1
Taiwan_GCA_010254835,tet(A)
Taiwan_GCA_010254835,tet(A)
Taiwan_GCA_010254835,dfrA1
Taiwan_GCA_010254835,dfrA1
Taiwan_GCA_010254835,dfrA1
Taiwan_GCA_010254835,dfrA1
Taiwan_GCA_010254835,dfrA1
Taiwan_GCA_010254835,dfrA1
Taiwan_GCA_010255195,aac(6')-Iaa
Taiwan_GCA_010255295,aac(6')-Iaa
United_Kingdom_GCA_015123095,aac(6')-Iaa
United_Kingdom_GCA_015123095,aac(6')-Iaa
United_Kingdom_GCA_015123095,blaTEM-1D
United_Kingdom_GCA_015123095,blaTEM-1D
United_Kingdom_GCA_015123275,aac(6')-Iaa
United_Kingdom_GCA_015123275,aac(6')-Iaa
United_Kingdom_GCA_015127605,aac(6')-Iaa
United_Kingdom_GCA_015127605,aac(6')-Iaa
United_Kingdom_GCA_015127645,aac(6')-Iaa
United_Kingdom_GCA_015127645,aac(6')-Iaa
United_Kingdom_GCA_015127805,aac(6')-Iaa
United_Kingdom_GCA_015127805,aac(6')-Iaa
United_Kingdom_GCA_015128595,aac(6')-Iaa
United_Kingdom_GCA_015128595,aac(6')-Iaa
United_Kingdom_GCA_015128665,aac(6')-Iaa
United_Kingdom_GCA_015128665,aac(6')-Iaa
United_Kingdom_GCA_015129935,aac(6')-Iaa
United_Kingdom_GCA_015129935,aac(6')-Iaa
United_Kingdom_GCA_015130975,aac(6')-Iaa
United_Kingdom_GCA_015130975,aac(6')-Iaa
United_Kingdom_GCA_015131295,aac(6')-Iaa
United_Kingdom_GCA_015131295,aac(6')-Iaa
United_Kingdom_GCA_015131315,aac(6')-Iaa
United_Kingdom_GCA_015131315,aac(6')-Iaa
United_Kingdom_GCA_015131315,blaTEM-57
United_Kingdom_GCA_015131315,blaTEM-1B
United_Kingdom_GCA_015131315,blaTEM-57
United_Kingdom_GCA_015131315,blaTEM-1B
United_Kingdom_GCA_015131315,tet(A)
United_Kingdom_GCA_015131315,tet(A)
United_Kingdom_GCA_015131435,aac(6')-Iaa
United_Kingdom_GCA_015131435,aac(6')-Iaa
United_Kingdom_GCA_015131575,aac(6')-Iaa
United_Kingdom_GCA_015131575,aac(6')-Iaa
United_Kingdom_GCA_015131615,aac(6')-Iaa
United_Kingdom_GCA_015131615,aac(6')-Iaa
United_Kingdom_GCA_015131675,aac(6')-Iaa
United_Kingdom_GCA_015131675,aac(6')-Iaa
United_Kingdom_GCA_015131735,aac(6')-Iaa
United_Kingdom_GCA_015131735,aac(6')-Iaa
United_Kingdom_GCA_015131835,aac(6')-Iaa
United_Kingdom_GCA_015131835,aac(6')-Iaa
United_Kingdom_GCA_015131995,aac(6')-Iaa
United_Kingdom_GCA_015131995,aac(6')-Iaa
United_Kingdom_GCA_015132775,aac(6')-Iaa
United_Kingdom_GCA_015132775,aac(6')-Iaa
United_Kingdom_GCA_015133115,aac(6')-Iaa
United_Kingdom_GCA_015133115,aac(6')-Iaa
United_Kingdom_GCA_015133555,aac(6')-Iaa
United_Kingdom_GCA_015133555,aac(6')-Iaa
United_Kingdom_GCA_015170025,aac(6')-Iaa
United_Kingdom_GCA_015170025,aac(6')-Iaa
United_Kingdom_GCA_015170195,aac(6')-Iaa
United_Kingdom_GCA_015170195,aac(6')-Iaa
United_Kingdom_GCA_017235175,aac(6')-Iaa
United_Kingdom_GCA_017235175,aac(6')-Iaa
United_Kingdom_GCA_017235175,mcr-1.26
United_Kingdom_GCA_017235175,mcr-1.26
United_Kingdom_GCA_019475725,aac(6')-Iaa
United_Kingdom_GCA_019475725,aac(6')-Iaa
United_Kingdom_GCA_019476025,aac(6')-Iaa
United_Kingdom_GCA_019476025,aac(6')-Iaa
United_Kingdom_GCA_019476805,aac(6')-Iaa
United_Kingdom_GCA_019476805,aac(6')-Iaa
United_Kingdom_GCA_019476805,blaTEM-57
United_Kingdom_GCA_019476805,blaTEM-1B
United_Kingdom_GCA_019476805,blaTEM-57
United_Kingdom_GCA_019476805,blaTEM-1B
United_Kingdom_GCA_019476805,tet(A)
United_Kingdom_GCA_019476805,tet(A)
United_Kingdom_GCA_019477265,aac(6')-Iaa
United_Kingdom_GCA_019477265,aac(6')-Iaa
United_Kingdom_GCA_019525025,aac(6')-Iaa
United_Kingdom_GCA_019525025,aac(6')-Iaa
United_Kingdom_GCA_019525025,mcr-1.26
United_Kingdom_GCA_019525025,mcr-1.26
United_Kingdom_GCA_019543535,aac(6')-Iaa
United_Kingdom_GCA_019543535,aac(6')-Iaa
United_Kingdom_GCA_019543535,mcr-1.26
United_Kingdom_GCA_019543535,mcr-1.26
United_States_GCA_008396455,aac(6')-Iaa
United_States_GCA_008396595,aac(6')-Iaa
United_States_GCA_008842065,aac(6')-Iaa
United_States_GCA_008888505,aac(6')-Iaa
United_States_GCA_008888505,qnrB19
United_States_GCA_008888505,qnrB19
United_States_GCA_008888745,aac(6')-Iaa
United_States_GCA_008888765,aac(6')-Iaa
United_States_GCA_010434915,aac(6')-Iaa
United_States_GCA_010435855,aac(6')-Iaa
United_States_GCA_010486415,aac(6')-Iaa
United_States_GCA_010512695,aac(6')-Iaa
United_States_GCA_010810535,aac(6')-Iaa
United_States_GCA_010818555,aac(6')-Iaa
United_States_GCA_010840035,aac(6')-Iaa
United_States_GCA_010840035,aph(6)-Id
United_States_GCA_010840035,aph(3'')-Ib
United_States_GCA_010840035,aph(6)-Id
United_States_GCA_010840035,aph(3'')-Ib
United_States_GCA_010840035,blaTEM-1B
United_States_GCA_010840035,blaTEM-1B
United_States_GCA_010840035,sul2
United_States_GCA_010840035,sul2
United_States_GCA_011207155,aac(6')-Iaa
United_States_GCA_016230385,aac(6')-Iaa
United_States_GCA_016230445,aac(6')-Iaa
United_States_GCA_016230465,aac(6')-Iaa
United_States_GCA_016230505,aac(6')-Iaa
United_States_GCA_016230665,aac(6')-Iaa
United_States_GCA_016230705,aac(6')-Iaa

