ID,VF_GENE
Hong_Kong_Sal25_19_contigs,sopA
Hong_Kong_Sal26_19_contigs,sseL
Hong_Kong_Sal26_19_contigs,sodCI
Hong_Kong_Sal26_19_contigs,sopE2
Hong_Kong_Sal26_19_contigs,csgG
Hong_Kong_Sal26_19_contigs,csgF
Hong_Kong_Sal26_19_contigs,csgE
Hong_Kong_Sal26_19_contigs,csgD
Hong_Kong_Sal26_19_contigs,csgB
Hong_Kong_Sal26_19_contigs,csgA
Hong_Kong_Sal26_19_contigs,csgC
Hong_Kong_Sal26_19_contigs,sifA
Hong_Kong_Sal26_19_contigs,spiC/ssaB
Hong_Kong_Sal26_19_contigs,ssaC
Hong_Kong_Sal26_19_contigs,ssaD
Hong_Kong_Sal26_19_contigs,ssaE
Hong_Kong_Sal26_19_contigs,sseA
Hong_Kong_Sal26_19_contigs,sseB
Hong_Kong_Sal26_19_contigs,sscA
Hong_Kong_Sal26_19_contigs,sseC
Hong_Kong_Sal26_19_contigs,sseD
Hong_Kong_Sal26_19_contigs,sseE
Hong_Kong_Sal26_19_contigs,sscB
Hong_Kong_Sal26_19_contigs,sseF
Hong_Kong_Sal26_19_contigs,sseG
Hong_Kong_Sal26_19_contigs,ssaG
Hong_Kong_Sal26_19_contigs,ssaH
Hong_Kong_Sal26_19_contigs,ssaI
Hong_Kong_Sal26_19_contigs,ssaJ
Hong_Kong_Sal26_19_contigs,ssaK
Hong_Kong_Sal26_19_contigs,ssaL
Hong_Kong_Sal26_19_contigs,ssaM
Hong_Kong_Sal26_19_contigs,ssaV
Hong_Kong_Sal26_19_contigs,ssaN
Hong_Kong_Sal26_19_contigs,ssaO
Hong_Kong_Sal26_19_contigs,ssaP
Hong_Kong_Sal26_19_contigs,ssaQ
Hong_Kong_Sal26_19_contigs,ssaR
Hong_Kong_Sal26_19_contigs,ssaS
Hong_Kong_Sal26_19_contigs,ssaT
Hong_Kong_Sal26_19_contigs,ssaU
Hong_Kong_Sal26_19_contigs,steA
Hong_Kong_Sal26_19_contigs,sifB
Hong_Kong_Sal26_19_contigs,steB
Hong_Kong_Sal26_19_contigs,sseJ
Hong_Kong_Sal26_19_contigs,steC
Hong_Kong_Sal26_19_contigs,spvR
Hong_Kong_Sal26_19_contigs,spvB
Hong_Kong_Sal26_19_contigs,spvC
Hong_Kong_Sal26_19_contigs,pefB
Hong_Kong_Sal26_19_contigs,pefA
Hong_Kong_Sal26_19_contigs,pefC
Hong_Kong_Sal26_19_contigs,pefD
Hong_Kong_Sal26_19_contigs,sspH2
Hong_Kong_Sal26_19_contigs,sseK1
Hong_Kong_Sal26_19_contigs,lpfE
Hong_Kong_Sal26_19_contigs,lpfD
Hong_Kong_Sal26_19_contigs,lpfC
Hong_Kong_Sal26_19_contigs,lpfB
Hong_Kong_Sal26_19_contigs,lpfA
Hong_Kong_Sal26_19_contigs,misL
Hong_Kong_Sal26_19_contigs,mgtB
Hong_Kong_Sal26_19_contigs,mgtC
Hong_Kong_Sal26_19_contigs,rck
Hong_Kong_Sal26_19_contigs,entA
Hong_Kong_Sal26_19_contigs,entB
Hong_Kong_Sal26_19_contigs,fepG
Hong_Kong_Sal26_19_contigs,fimF
Hong_Kong_Sal26_19_contigs,fimH
Hong_Kong_Sal26_19_contigs,fimD
Hong_Kong_Sal26_19_contigs,fimC
Hong_Kong_Sal26_19_contigs,fimI
Hong_Kong_Sal26_19_contigs,slrP
Hong_Kong_Sal26_19_contigs,sopD2
Hong_Kong_Sal26_19_contigs,sseI/srfH
Hong_Kong_Sal26_19_contigs,ompA
Hong_Kong_Sal26_19_contigs,pipB
Hong_Kong_Sal26_19_contigs,sopB/sigD
Hong_Kong_Sal26_19_contigs,sopD
Hong_Kong_Sal26_19_contigs,invH
Hong_Kong_Sal26_19_contigs,invF
Hong_Kong_Sal26_19_contigs,invG
Hong_Kong_Sal26_19_contigs,invE
Hong_Kong_Sal26_19_contigs,invA
Hong_Kong_Sal26_19_contigs,invB
Hong_Kong_Sal26_19_contigs,invC
Hong_Kong_Sal26_19_contigs,invI
Hong_Kong_Sal26_19_contigs,invJ
Hong_Kong_Sal26_19_contigs,spaO
Hong_Kong_Sal26_19_contigs,spaP
Hong_Kong_Sal26_19_contigs,spaQ
Hong_Kong_Sal26_19_contigs,spaR
Hong_Kong_Sal26_19_contigs,spaS
Hong_Kong_Sal26_19_contigs,sicA
Hong_Kong_Sal26_19_contigs,sipB/sspB
Hong_Kong_Sal26_19_contigs,sipC/sspC
Hong_Kong_Sal26_19_contigs,sipD
Hong_Kong_Sal26_19_contigs,sipA/sspA
Hong_Kong_Sal26_19_contigs,sicP
Hong_Kong_Sal26_19_contigs,sptP
Hong_Kong_Sal26_19_contigs,prgH
Hong_Kong_Sal26_19_contigs,prgI
Hong_Kong_Sal26_19_contigs,prgJ
Hong_Kong_Sal26_19_contigs,prgK
Hong_Kong_Sal26_19_contigs,orgA
Hong_Kong_Sal26_19_contigs,orgB
Hong_Kong_Sal26_19_contigs,orgC
Hong_Kong_Sal26_19_contigs,avrA
Hong_Kong_Sal26_19_contigs,mig-14
Hong_Kong_Sal26_19_contigs,pipB2
Hong_Kong_Sal26_19_contigs,sopA
Hong_Kong_Sal26_19_contigs,ratB
Hong_Kong_Sal26_19_contigs,sinH
Hong_Kong_Sal27_19_contigs,spvR
Hong_Kong_Sal27_19_contigs,spvB
Hong_Kong_Sal27_19_contigs,spvC
Hong_Kong_Sal27_19_contigs,pefB
Hong_Kong_Sal27_19_contigs,pefA
Hong_Kong_Sal27_19_contigs,pefC
Hong_Kong_Sal27_19_contigs,pefD
Hong_Kong_Sal27_19_contigs,sseK1
Hong_Kong_Sal27_19_contigs,csgG
Hong_Kong_Sal27_19_contigs,csgF
Hong_Kong_Sal27_19_contigs,csgE
Hong_Kong_Sal27_19_contigs,csgD
Hong_Kong_Sal27_19_contigs,csgB
Hong_Kong_Sal27_19_contigs,csgA
Hong_Kong_Sal27_19_contigs,csgC
Hong_Kong_Sal27_19_contigs,sifA
Hong_Kong_Sal27_19_contigs,spiC/ssaB
Hong_Kong_Sal27_19_contigs,ssaC
Hong_Kong_Sal27_19_contigs,ssaD
Hong_Kong_Sal27_19_contigs,ssaE
Hong_Kong_Sal27_19_contigs,sseA
Hong_Kong_Sal27_19_contigs,sseB
Hong_Kong_Sal27_19_contigs,sscA
Hong_Kong_Sal27_19_contigs,sseC
Hong_Kong_Sal27_19_contigs,sseD
Hong_Kong_Sal27_19_contigs,sseE
Hong_Kong_Sal27_19_contigs,sscB
Hong_Kong_Sal27_19_contigs,sseF
Hong_Kong_Sal27_19_contigs,sseG
Hong_Kong_Sal27_19_contigs,ssaG
Hong_Kong_Sal27_19_contigs,ssaH
Hong_Kong_Sal27_19_contigs,ssaI
Hong_Kong_Sal27_19_contigs,ssaJ
Hong_Kong_Sal27_19_contigs,ssaK
Hong_Kong_Sal27_19_contigs,ssaL
Hong_Kong_Sal27_19_contigs,ssaM
Hong_Kong_Sal27_19_contigs,ssaV
Hong_Kong_Sal27_19_contigs,ssaN
Hong_Kong_Sal27_19_contigs,ssaO
Hong_Kong_Sal27_19_contigs,ssaP
Hong_Kong_Sal27_19_contigs,ssaQ
Hong_Kong_Sal27_19_contigs,ssaR
Hong_Kong_Sal27_19_contigs,ssaS
Hong_Kong_Sal27_19_contigs,ssaT
Hong_Kong_Sal27_19_contigs,ssaU
Hong_Kong_Sal27_19_contigs,steA
Hong_Kong_Sal27_19_contigs,sifB
Hong_Kong_Sal27_19_contigs,steB
Hong_Kong_Sal27_19_contigs,sseJ
Hong_Kong_Sal27_19_contigs,steC
Hong_Kong_Sal27_19_contigs,sopE2
Hong_Kong_Sal27_19_contigs,rck
Hong_Kong_Sal27_19_contigs,pipB2
Hong_Kong_Sal27_19_contigs,mig-14
Hong_Kong_Sal27_19_contigs,avrA
Hong_Kong_Sal27_19_contigs,orgC
Hong_Kong_Sal27_19_contigs,orgB
Hong_Kong_Sal27_19_contigs,orgA
Hong_Kong_Sal27_19_contigs,prgK
Hong_Kong_Sal27_19_contigs,prgJ
Hong_Kong_Sal27_19_contigs,prgI
Hong_Kong_Sal27_19_contigs,prgH
Hong_Kong_Sal27_19_contigs,sptP
Hong_Kong_Sal27_19_contigs,sicP
Hong_Kong_Sal27_19_contigs,sipA/sspA
Hong_Kong_Sal27_19_contigs,sipD
Hong_Kong_Sal27_19_contigs,sipC/sspC
Hong_Kong_Sal27_19_contigs,sipB/sspB
Hong_Kong_Sal27_19_contigs,sicA
Hong_Kong_Sal27_19_contigs,spaS
Hong_Kong_Sal27_19_contigs,spaR
Hong_Kong_Sal27_19_contigs,spaQ
Hong_Kong_Sal27_19_contigs,spaP
Hong_Kong_Sal27_19_contigs,spaO
Hong_Kong_Sal27_19_contigs,invJ
Hong_Kong_Sal27_19_contigs,invI
Hong_Kong_Sal27_19_contigs,invC
Hong_Kong_Sal27_19_contigs,invB
Hong_Kong_Sal27_19_contigs,invA
Hong_Kong_Sal27_19_contigs,invE
Hong_Kong_Sal27_19_contigs,invG
Hong_Kong_Sal27_19_contigs,invF
Hong_Kong_Sal27_19_contigs,invH
Hong_Kong_Sal27_19_contigs,sopD
Hong_Kong_Sal27_19_contigs,entA
Hong_Kong_Sal27_19_contigs,entB
Hong_Kong_Sal27_19_contigs,fepG
Hong_Kong_Sal27_19_contigs,fimF
Hong_Kong_Sal27_19_contigs,fimH
Hong_Kong_Sal27_19_contigs,fimD
Hong_Kong_Sal27_19_contigs,fimC
Hong_Kong_Sal27_19_contigs,fimI
Hong_Kong_Sal27_19_contigs,lpfE
Hong_Kong_Sal27_19_contigs,lpfD
Hong_Kong_Sal27_19_contigs,lpfC
Hong_Kong_Sal27_19_contigs,lpfB
Hong_Kong_Sal27_19_contigs,lpfA
Hong_Kong_Sal27_19_contigs,misL
Hong_Kong_Sal27_19_contigs,mgtB
Hong_Kong_Sal27_19_contigs,mgtC
Hong_Kong_Sal27_19_contigs,sinH
Hong_Kong_Sal27_19_contigs,ratB
Hong_Kong_Sal27_19_contigs,sseL
Hong_Kong_Sal27_19_contigs,sopA
Hong_Kong_Sal27_19_contigs,slrP
Hong_Kong_Sal27_19_contigs,sopD2
Hong_Kong_Sal27_19_contigs,sseI/srfH
Hong_Kong_Sal27_19_contigs,ompA
Hong_Kong_Sal27_19_contigs,pipB
Hong_Kong_Sal27_19_contigs,sopB/sigD
Hong_Kong_Sal27_19_contigs,sodCI
Hong_Kong_Sal32_19_contigs,rck
Hong_Kong_Sal32_19_contigs,spvR
Hong_Kong_Sal32_19_contigs,spvB
Hong_Kong_Sal32_19_contigs,spvC
Hong_Kong_Sal32_19_contigs,pefB
Hong_Kong_Sal32_19_contigs,pefA
Hong_Kong_Sal32_19_contigs,pefC
Hong_Kong_Sal32_19_contigs,pefD
Hong_Kong_Sal32_19_contigs,sspH2
Hong_Kong_Sal32_19_contigs,sseK1
Hong_Kong_Sal32_19_contigs,sopA
Hong_Kong_Sal32_19_contigs,csgG
Hong_Kong_Sal32_19_contigs,csgF
Hong_Kong_Sal32_19_contigs,csgE
Hong_Kong_Sal32_19_contigs,csgD
Hong_Kong_Sal32_19_contigs,csgB
Hong_Kong_Sal32_19_contigs,csgA
Hong_Kong_Sal32_19_contigs,csgC
Hong_Kong_Sal32_19_contigs,sifA
Hong_Kong_Sal32_19_contigs,spiC/ssaB
Hong_Kong_Sal32_19_contigs,ssaC
Hong_Kong_Sal32_19_contigs,ssaD
Hong_Kong_Sal32_19_contigs,ssaE
Hong_Kong_Sal32_19_contigs,sseA
Hong_Kong_Sal32_19_contigs,sseB
Hong_Kong_Sal32_19_contigs,sscA
Hong_Kong_Sal32_19_contigs,sseC
Hong_Kong_Sal32_19_contigs,sseD
Hong_Kong_Sal32_19_contigs,sseE
Hong_Kong_Sal32_19_contigs,sscB
Hong_Kong_Sal32_19_contigs,sseF
Hong_Kong_Sal32_19_contigs,sseG
Hong_Kong_Sal32_19_contigs,ssaG
Hong_Kong_Sal32_19_contigs,ssaH
Hong_Kong_Sal32_19_contigs,ssaI
Hong_Kong_Sal32_19_contigs,ssaJ
Hong_Kong_Sal32_19_contigs,ssaK
Hong_Kong_Sal32_19_contigs,ssaL
Hong_Kong_Sal32_19_contigs,ssaM
Hong_Kong_Sal32_19_contigs,ssaV
Hong_Kong_Sal32_19_contigs,ssaN
Hong_Kong_Sal32_19_contigs,ssaO
Hong_Kong_Sal32_19_contigs,ssaP
Hong_Kong_Sal32_19_contigs,ssaQ
Hong_Kong_Sal32_19_contigs,ssaR
Hong_Kong_Sal32_19_contigs,ssaS
Hong_Kong_Sal32_19_contigs,ssaT
Hong_Kong_Sal32_19_contigs,ssaU
Hong_Kong_Sal32_19_contigs,steA
Hong_Kong_Sal32_19_contigs,sifB
Hong_Kong_Sal32_19_contigs,steB
Hong_Kong_Sal32_19_contigs,sseJ
Hong_Kong_Sal32_19_contigs,steC
Hong_Kong_Sal32_19_contigs,sopE2
Hong_Kong_Sal32_19_contigs,sodCI
Hong_Kong_Sal32_19_contigs,sopB/sigD
Hong_Kong_Sal32_19_contigs,pipB
Hong_Kong_Sal32_19_contigs,ompA
Hong_Kong_Sal32_19_contigs,sseI/srfH
Hong_Kong_Sal32_19_contigs,sopD2
Hong_Kong_Sal32_19_contigs,slrP
Hong_Kong_Sal32_19_contigs,entA
Hong_Kong_Sal32_19_contigs,entB
Hong_Kong_Sal32_19_contigs,fepG
Hong_Kong_Sal32_19_contigs,fimF
Hong_Kong_Sal32_19_contigs,fimH
Hong_Kong_Sal32_19_contigs,fimD
Hong_Kong_Sal32_19_contigs,fimC
Hong_Kong_Sal32_19_contigs,fimI
Hong_Kong_Sal32_19_contigs,mgtC
Hong_Kong_Sal32_19_contigs,mgtB
Hong_Kong_Sal32_19_contigs,misL
Hong_Kong_Sal32_19_contigs,lpfA
Hong_Kong_Sal32_19_contigs,lpfB
Hong_Kong_Sal32_19_contigs,lpfC
Hong_Kong_Sal32_19_contigs,lpfD
Hong_Kong_Sal32_19_contigs,lpfE
Hong_Kong_Sal32_19_contigs,sinH
Hong_Kong_Sal32_19_contigs,ratB
Hong_Kong_Sal32_19_contigs,sseL
Hong_Kong_Sal32_19_contigs,pipB2
Hong_Kong_Sal32_19_contigs,mig-14
Hong_Kong_Sal32_19_contigs,avrA
Hong_Kong_Sal32_19_contigs,orgC
Hong_Kong_Sal32_19_contigs,orgB
Hong_Kong_Sal32_19_contigs,orgA
Hong_Kong_Sal32_19_contigs,prgK
Hong_Kong_Sal32_19_contigs,prgJ
Hong_Kong_Sal32_19_contigs,prgI
Hong_Kong_Sal32_19_contigs,prgH
Hong_Kong_Sal32_19_contigs,sptP
Hong_Kong_Sal32_19_contigs,sicP
Hong_Kong_Sal32_19_contigs,sipA/sspA
Hong_Kong_Sal32_19_contigs,sipD
Hong_Kong_Sal32_19_contigs,sipC/sspC
Hong_Kong_Sal32_19_contigs,sipB/sspB
Hong_Kong_Sal32_19_contigs,sicA
Hong_Kong_Sal32_19_contigs,spaS
Hong_Kong_Sal32_19_contigs,spaR
Hong_Kong_Sal32_19_contigs,spaQ
Hong_Kong_Sal32_19_contigs,spaP
Hong_Kong_Sal32_19_contigs,spaO
Hong_Kong_Sal32_19_contigs,invJ
Hong_Kong_Sal32_19_contigs,invI
Hong_Kong_Sal32_19_contigs,invC
Hong_Kong_Sal32_19_contigs,invB
Hong_Kong_Sal32_19_contigs,invA
Hong_Kong_Sal32_19_contigs,invE
Hong_Kong_Sal32_19_contigs,invG
Hong_Kong_Sal32_19_contigs,invF
Hong_Kong_Sal32_19_contigs,invH
Hong_Kong_Sal32_19_contigs,sopD
Hong_Kong_Sal35_19_contigs,pefD
Hong_Kong_Sal35_19_contigs,pefC
Hong_Kong_Sal35_19_contigs,pefA
Hong_Kong_Sal35_19_contigs,pefB
Hong_Kong_Sal35_19_contigs,spvC
Hong_Kong_Sal35_19_contigs,spvB
Hong_Kong_Sal35_19_contigs,spvR
Hong_Kong_Sal35_19_contigs,rck
Hong_Kong_Sal35_19_contigs,sspH2
Hong_Kong_Sal35_19_contigs,sseK1
Hong_Kong_Sal35_19_contigs,sopA
Hong_Kong_Sal35_19_contigs,csgG
Hong_Kong_Sal35_19_contigs,csgF
Hong_Kong_Sal35_19_contigs,csgE
Hong_Kong_Sal35_19_contigs,csgD
Hong_Kong_Sal35_19_contigs,csgB
Hong_Kong_Sal35_19_contigs,csgA
Hong_Kong_Sal35_19_contigs,csgC
Hong_Kong_Sal35_19_contigs,sifA
Hong_Kong_Sal35_19_contigs,spiC/ssaB
Hong_Kong_Sal35_19_contigs,ssaC
Hong_Kong_Sal35_19_contigs,ssaD
Hong_Kong_Sal35_19_contigs,ssaE
Hong_Kong_Sal35_19_contigs,sseA
Hong_Kong_Sal35_19_contigs,sseB
Hong_Kong_Sal35_19_contigs,sscA
Hong_Kong_Sal35_19_contigs,sseC
Hong_Kong_Sal35_19_contigs,sseD
Hong_Kong_Sal35_19_contigs,sseE
Hong_Kong_Sal35_19_contigs,sscB
Hong_Kong_Sal35_19_contigs,sseF
Hong_Kong_Sal35_19_contigs,sseG
Hong_Kong_Sal35_19_contigs,ssaG
Hong_Kong_Sal35_19_contigs,ssaH
Hong_Kong_Sal35_19_contigs,ssaI
Hong_Kong_Sal35_19_contigs,ssaJ
Hong_Kong_Sal35_19_contigs,ssaK
Hong_Kong_Sal35_19_contigs,ssaL
Hong_Kong_Sal35_19_contigs,ssaM
Hong_Kong_Sal35_19_contigs,ssaV
Hong_Kong_Sal35_19_contigs,ssaN
Hong_Kong_Sal35_19_contigs,ssaO
Hong_Kong_Sal35_19_contigs,ssaP
Hong_Kong_Sal35_19_contigs,ssaQ
Hong_Kong_Sal35_19_contigs,ssaR
Hong_Kong_Sal35_19_contigs,ssaS
Hong_Kong_Sal35_19_contigs,ssaT
Hong_Kong_Sal35_19_contigs,ssaU
Hong_Kong_Sal35_19_contigs,steA
Hong_Kong_Sal35_19_contigs,sifB
Hong_Kong_Sal35_19_contigs,steB
Hong_Kong_Sal35_19_contigs,sseJ
Hong_Kong_Sal35_19_contigs,steC
Hong_Kong_Sal35_19_contigs,sopE2
Hong_Kong_Sal35_19_contigs,sodCI
Hong_Kong_Sal35_19_contigs,sopB/sigD
Hong_Kong_Sal35_19_contigs,pipB
Hong_Kong_Sal35_19_contigs,ompA
Hong_Kong_Sal35_19_contigs,sseI/srfH
Hong_Kong_Sal35_19_contigs,sopD2
Hong_Kong_Sal35_19_contigs,slrP
Hong_Kong_Sal35_19_contigs,entA
Hong_Kong_Sal35_19_contigs,entB
Hong_Kong_Sal35_19_contigs,fepG
Hong_Kong_Sal35_19_contigs,fimF
Hong_Kong_Sal35_19_contigs,fimH
Hong_Kong_Sal35_19_contigs,fimD
Hong_Kong_Sal35_19_contigs,fimC
Hong_Kong_Sal35_19_contigs,fimI
Hong_Kong_Sal35_19_contigs,lpfE
Hong_Kong_Sal35_19_contigs,lpfD
Hong_Kong_Sal35_19_contigs,lpfC
Hong_Kong_Sal35_19_contigs,lpfB
Hong_Kong_Sal35_19_contigs,lpfA
Hong_Kong_Sal35_19_contigs,misL
Hong_Kong_Sal35_19_contigs,mgtB
Hong_Kong_Sal35_19_contigs,mgtC
Hong_Kong_Sal35_19_contigs,sinH
Hong_Kong_Sal35_19_contigs,ratB
Hong_Kong_Sal35_19_contigs,sseL
Hong_Kong_Sal35_19_contigs,sopD
Hong_Kong_Sal35_19_contigs,invH
Hong_Kong_Sal35_19_contigs,invF
Hong_Kong_Sal35_19_contigs,invG
Hong_Kong_Sal35_19_contigs,invE
Hong_Kong_Sal35_19_contigs,invA
Hong_Kong_Sal35_19_contigs,invB
Hong_Kong_Sal35_19_contigs,invC
Hong_Kong_Sal35_19_contigs,invI
Hong_Kong_Sal35_19_contigs,invJ
Hong_Kong_Sal35_19_contigs,spaO
Hong_Kong_Sal35_19_contigs,spaP
Hong_Kong_Sal35_19_contigs,spaQ
Hong_Kong_Sal35_19_contigs,spaR
Hong_Kong_Sal35_19_contigs,spaS
Hong_Kong_Sal35_19_contigs,sicA
Hong_Kong_Sal35_19_contigs,sipB/sspB
Hong_Kong_Sal35_19_contigs,sipC/sspC
Hong_Kong_Sal35_19_contigs,sipD
Hong_Kong_Sal35_19_contigs,sipA/sspA
Hong_Kong_Sal35_19_contigs,sicP
Hong_Kong_Sal35_19_contigs,sptP
Hong_Kong_Sal35_19_contigs,prgH
Hong_Kong_Sal35_19_contigs,prgI
Hong_Kong_Sal35_19_contigs,prgJ
Hong_Kong_Sal35_19_contigs,prgK
Hong_Kong_Sal35_19_contigs,orgA
Hong_Kong_Sal35_19_contigs,orgB
Hong_Kong_Sal35_19_contigs,orgC
Hong_Kong_Sal35_19_contigs,avrA
Hong_Kong_Sal35_19_contigs,mig-14
Hong_Kong_Sal35_19_contigs,pipB2
Hong_Kong_Sal36_19_contigs,sopA
Hong_Kong_Sal36_19_contigs,sspH2
Hong_Kong_Sal36_19_contigs,sopE2
Hong_Kong_Sal36_19_contigs,sodCI
Hong_Kong_Sal36_19_contigs,entA
Hong_Kong_Sal36_19_contigs,entB
Hong_Kong_Sal36_19_contigs,fepG
Hong_Kong_Sal36_19_contigs,fimF
Hong_Kong_Sal36_19_contigs,fimH
Hong_Kong_Sal36_19_contigs,fimD
Hong_Kong_Sal36_19_contigs,fimC
Hong_Kong_Sal36_19_contigs,fimI
Hong_Kong_Sal36_19_contigs,spvR
Hong_Kong_Sal36_19_contigs,spvB
Hong_Kong_Sal36_19_contigs,spvC
Hong_Kong_Sal36_19_contigs,pefB
Hong_Kong_Sal36_19_contigs,pefA
Hong_Kong_Sal36_19_contigs,pefC
Hong_Kong_Sal36_19_contigs,pefD
Hong_Kong_Sal36_19_contigs,steA
Hong_Kong_Sal36_19_contigs,sifB
Hong_Kong_Sal36_19_contigs,misL
Hong_Kong_Sal36_19_contigs,mgtB
Hong_Kong_Sal36_19_contigs,mgtC
Hong_Kong_Sal36_19_contigs,csgG
Hong_Kong_Sal36_19_contigs,csgF
Hong_Kong_Sal36_19_contigs,csgE
Hong_Kong_Sal36_19_contigs,csgD
Hong_Kong_Sal36_19_contigs,csgB
Hong_Kong_Sal36_19_contigs,csgA
Hong_Kong_Sal36_19_contigs,csgC
Hong_Kong_Sal36_19_contigs,sifA
Hong_Kong_Sal36_19_contigs,spiC/ssaB
Hong_Kong_Sal36_19_contigs,ssaC
Hong_Kong_Sal36_19_contigs,ssaD
Hong_Kong_Sal36_19_contigs,ssaE
Hong_Kong_Sal36_19_contigs,sseA
Hong_Kong_Sal36_19_contigs,sseB
Hong_Kong_Sal36_19_contigs,sscA
Hong_Kong_Sal36_19_contigs,sseC
Hong_Kong_Sal36_19_contigs,sseD
Hong_Kong_Sal36_19_contigs,sseE
Hong_Kong_Sal36_19_contigs,sscB
Hong_Kong_Sal36_19_contigs,sseF
Hong_Kong_Sal36_19_contigs,sseG
Hong_Kong_Sal36_19_contigs,ssaG
Hong_Kong_Sal36_19_contigs,ssaH
Hong_Kong_Sal36_19_contigs,ssaI
Hong_Kong_Sal36_19_contigs,ssaJ
Hong_Kong_Sal36_19_contigs,ssaK
Hong_Kong_Sal36_19_contigs,ssaL
Hong_Kong_Sal36_19_contigs,ssaM
Hong_Kong_Sal36_19_contigs,ssaV
Hong_Kong_Sal36_19_contigs,ssaN
Hong_Kong_Sal36_19_contigs,ssaO
Hong_Kong_Sal36_19_contigs,ssaP
Hong_Kong_Sal36_19_contigs,ssaQ
Hong_Kong_Sal36_19_contigs,ssaR
Hong_Kong_Sal36_19_contigs,ssaS
Hong_Kong_Sal36_19_contigs,ssaT
Hong_Kong_Sal36_19_contigs,ssaU
Hong_Kong_Sal36_19_contigs,sseK1
Hong_Kong_Sal36_19_contigs,rck
Hong_Kong_Sal36_19_contigs,sopB/sigD
Hong_Kong_Sal36_19_contigs,pipB
Hong_Kong_Sal36_19_contigs,ompA
Hong_Kong_Sal36_19_contigs,sseI/srfH
Hong_Kong_Sal36_19_contigs,sopD2
Hong_Kong_Sal36_19_contigs,slrP
Hong_Kong_Sal36_19_contigs,sopD
Hong_Kong_Sal36_19_contigs,invH
Hong_Kong_Sal36_19_contigs,invF
Hong_Kong_Sal36_19_contigs,invG
Hong_Kong_Sal36_19_contigs,invE
Hong_Kong_Sal36_19_contigs,invA
Hong_Kong_Sal36_19_contigs,invB
Hong_Kong_Sal36_19_contigs,invC
Hong_Kong_Sal36_19_contigs,invI
Hong_Kong_Sal36_19_contigs,invJ
Hong_Kong_Sal36_19_contigs,spaO
Hong_Kong_Sal36_19_contigs,spaP
Hong_Kong_Sal36_19_contigs,spaQ
Hong_Kong_Sal36_19_contigs,spaR
Hong_Kong_Sal36_19_contigs,spaS
Hong_Kong_Sal36_19_contigs,sicA
Hong_Kong_Sal36_19_contigs,sipB/sspB
Hong_Kong_Sal36_19_contigs,sipC/sspC
Hong_Kong_Sal36_19_contigs,sipD
Hong_Kong_Sal36_19_contigs,sipA/sspA
Hong_Kong_Sal36_19_contigs,sicP
Hong_Kong_Sal36_19_contigs,sptP
Hong_Kong_Sal36_19_contigs,prgH
Hong_Kong_Sal36_19_contigs,prgI
Hong_Kong_Sal36_19_contigs,prgJ
Hong_Kong_Sal36_19_contigs,prgK
Hong_Kong_Sal36_19_contigs,orgA
Hong_Kong_Sal36_19_contigs,orgB
Hong_Kong_Sal36_19_contigs,orgC
Hong_Kong_Sal36_19_contigs,avrA
Hong_Kong_Sal36_19_contigs,mig-14
Hong_Kong_Sal36_19_contigs,pipB2
Hong_Kong_Sal36_19_contigs,lpfA
Hong_Kong_Sal36_19_contigs,lpfB
Hong_Kong_Sal36_19_contigs,lpfC
Hong_Kong_Sal36_19_contigs,lpfD
Hong_Kong_Sal36_19_contigs,lpfE
Hong_Kong_Sal36_19_contigs,ratB
Hong_Kong_Sal36_19_contigs,sinH
Hong_Kong_Sal36_19_contigs,steC
Hong_Kong_Sal36_19_contigs,sseJ
Hong_Kong_Sal36_19_contigs,steB
Hong_Kong_Sal36_19_contigs,sseL
Hong_Kong_Sal50_19_contigs,pefD
Hong_Kong_Sal50_19_contigs,pefC
Hong_Kong_Sal50_19_contigs,pefA
Hong_Kong_Sal50_19_contigs,pefB
Hong_Kong_Sal50_19_contigs,spvC
Hong_Kong_Sal50_19_contigs,spvB
Hong_Kong_Sal50_19_contigs,spvR
Hong_Kong_Sal50_19_contigs,sseK1
Hong_Kong_Sal50_19_contigs,rck
Hong_Kong_Sal50_19_contigs,slrP
Hong_Kong_Sal50_19_contigs,sopD2
Hong_Kong_Sal50_19_contigs,sseI/srfH
Hong_Kong_Sal50_19_contigs,ompA
Hong_Kong_Sal50_19_contigs,pipB
Hong_Kong_Sal50_19_contigs,sopB/sigD
Hong_Kong_Sal50_19_contigs,sodCI
Hong_Kong_Sal50_19_contigs,sopE2
Hong_Kong_Sal50_19_contigs,steC
Hong_Kong_Sal50_19_contigs,sseJ
Hong_Kong_Sal50_19_contigs,steB
Hong_Kong_Sal50_19_contigs,sifB
Hong_Kong_Sal50_19_contigs,steA
Hong_Kong_Sal50_19_contigs,ssaU
Hong_Kong_Sal50_19_contigs,ssaT
Hong_Kong_Sal50_19_contigs,ssaS
Hong_Kong_Sal50_19_contigs,ssaR
Hong_Kong_Sal50_19_contigs,ssaQ
Hong_Kong_Sal50_19_contigs,ssaP
Hong_Kong_Sal50_19_contigs,ssaO
Hong_Kong_Sal50_19_contigs,ssaN
Hong_Kong_Sal50_19_contigs,ssaV
Hong_Kong_Sal50_19_contigs,ssaM
Hong_Kong_Sal50_19_contigs,ssaL
Hong_Kong_Sal50_19_contigs,ssaK
Hong_Kong_Sal50_19_contigs,ssaJ
Hong_Kong_Sal50_19_contigs,ssaI
